,titulo,titulo_original,ano,duracao,diretor,roteirista,elenco,nota,num_votos,sinopse,genero,verba,receita
73,Moulin Rouge,Moulin Rouge,1952,119,['John Huston'],"['Pierre La Mure', 'Anthony Veiller', 'John Huston']","['José Ferrer', 'Zsa Zsa Gabor', 'Suzanne Flon']",7.0,6800.0,"O jovem artista Henri de Toulouse-Lautrec é contratado para produzir um novo cartaz publicitário para o cabaré Moulin Rouge. Enquanto produz a peça, Henri se apaixona por Marie Charlet, mas o romance termina mal.","['Biografia', 'Drama', 'Musical', 'Romance']",1500000,3188
74,A Importância de ser Honesto,The Importance of Being Earnest,1952,95,['Anthony Asquith'],"['Oscar Wilde', 'Anthony Asquith']","['Michael Redgrave', 'Richard Wattis', 'Michael Denison']",7.4,6500.0,"After Algernon discovers that his friend Ernest, has created a fictional brother for whenever he needs a reason to escape dull country life, Algernon poses as the brother, resulting in ever-increasing confusion.","['Comédia', 'Drama']",0,0
75,As Aventuras de Peter Pan,Peter Pan,1953,77,"['Clyde Geronimi', 'Wilfred Jackson', 'Hamilton Luske']","['J.M. Barrie', 'Ted Sears', 'Erdman Penner']","['Bobby Driscoll', 'Kathryn Beaumont', 'Hans Conried']",7.3,157000.0,"Wendy e seus irmãos são levados para o mundo mágico de Neverland com o herói de suas histórias, Peter Pan.","['Animação', 'Aventura', 'Família', 'Fantasia', 'Musical']",4000000,87405849
76,A Princesa e o Plebeu,Roman Holiday,1953,118,['William Wyler'],"['Dalton Trumbo', 'Ian McLellan Hunter', 'John Dighton']","['Gregory Peck', 'Audrey Hepburn', 'Eddie Albert']",8.0,150000.0,Uma princesa superprotegida e chata se fuge a Roma e se apaixona por um journalista americano.,"['Comédia', 'Drama', 'Romance']",1500000,22728
77,Era uma Vez em Tóquio,Tôkyô monogatari,1953,136,['Yasujirô Ozu'],"['Kôgo Noda', 'Yasujirô Ozu']","['Chishû Ryû', 'Chieko Higashiyama', 'Sô Yamamura']",8.1,71000.0,"Um casal de idosos viaja para Tóquio para visitar seus filhos, mas encontram indiferença, ingratidão e uma marcada diferença cultural. Quando os idosos voltam para casa, entramos em uma profunda reflexão sobre a mortalidade e a família.",['Drama'],0,0
78,O Salário do Medo,Le salaire de la peur,1953,156,['Henri-Georges Clouzot'],"['Georges Arnaud', 'Henri-Georges Clouzot', 'Jérôme Géronimi']","['Yves Montand', 'Charles Vanel', 'Peter van Eyck']",8.1,68000.0,"Em uma aldeia da América do Sul, quatro homens são contratados para transportar uma remessa urgente de nitroglicerina, mas sem o equipamento de segurança.","['Aventura', 'Drama', 'Suspense']",0,0
79,O Inferno Nº 17,Stalag 17,0,0,['Billy Wilder'],"['Billy Wilder', 'Edwin Blum', 'Donald Bevan']","['William Holden', 'Don Taylor', 'Otto Preminger']",7.9,60000.0,"Uma mistura de comédia e cinismo, esta é a história de um grupo de GI que são colocados juntos no famoso campo de prisão alemão Stalag 17, suas suspeitas de que alguém seja um espião e seus esforços para escapar.","['Comédia', 'Drama', 'Guerra']",0,0
80,A um Passo da Eternidade,From Here to Eternity,1953,118,['Fred Zinnemann'],"['Daniel Taradash', 'James Jones']","['Burt Lancaster', 'Montgomery Clift', 'Deborah Kerr']",7.6,52000.0,"No Havaí, em 1941, um soldado raso é cruelmente punido por não praticar boxe na equipe de sua unidade, enquanto a esposa de seu capitão e o segundo no comando se apaixonam.","['Drama', 'Romance', 'Guerra']",1650000,36416
81,Os Brutos Também Amam,Shane,1953,118,['George Stevens'],"['A.B. Guthrie Jr.', 'Jack Sher', 'Jack Schaefer']","['Alan Ladd', 'Jean Arthur', 'Van Heflin']",7.6,45000.0,"Um pistoleiro tenta se estabelecer com uma família, mas ele é forçado a agir em um conflito entre fazendeiros.","['Drama', 'Faroeste']",3100000,21412
82,Os Homens Preferem as Louras,Gentlemen Prefer Blondes,1953,91,['Howard Hawks'],"['Charles Lederer', 'Joseph Fields', 'Anita Loos']","['Jane Russell', 'Marilyn Monroe', 'Charles Coburn']",7.1,44000.0,"As coristas Lorelei e Dorothy viajam a Paris, perseguidas por um detetive particular contratado pelo pai do noivo de Lorelei, assim como por um velho rico e apaixonado e muitos outros admiradores carinhosos.","['Comédia', 'Musical', 'Romance']",2260000,6578
83,A Guerra dos Mundos,The War of the Worlds,1953,85,['Byron Haskin'],"['H.G. Wells', 'Barré Lyndon']","['Gene Barry', 'Ann Robinson', 'Les Tremayne']",7.0,39000.0,"Uma pequena cidade na Califórnia é atacada por extraterrestres, iniciando uma invasão mundial.","['Ação', 'Ficção científica', 'Suspense']",0,0
84,Os Corruptos,The Big Heat,1953,89,['Fritz Lang'],"['Sydney Boehm', 'William P. McGivern']","['Glenn Ford', 'Gloria Grahame', 'Jocelyn Brando']",7.9,30000.0,"Dave Bannion, um policial duro, assume um poderoso sindicato do crime político.","['Policial', 'Filme noir', 'Suspense']",0,0
85,Contos da Lua Vaga,Ugetsu monogatari,1953,96,['Kenji Mizoguchi'],"['Hisakazu Tsuji', 'Akinari Ueda', 'Matsutarô Kawaguchi']","['Masayuki Mori', 'Machiko Kyô', 'Kinuyo Tanaka']",8.1,27000.0,"Uma história de ambição, família, amor e guerra, ambientada em meio das guerras civis japonesas do século XVI.","['Drama', 'Fantasia', 'Guerra']",0,0
86,Como Agarrar um Milionário,How to Marry a Millionaire,1953,95,['Jean Negulesco'],"['Nunnally Johnson', 'Zoe Akins', 'Dale Eunson']","['Marilyn Monroe', 'Betty Grable', 'Lauren Bacall']",6.8,25000.0,"Três mulheres se propuseram a encontrar milionários para se casar, mas encontraram o verdadeiro amor no processo.","['Comédia', 'Drama', 'Romance']",1870000,1482
87,A Tortura do Silêncio,I Confess,1953,95,['Alfred Hitchcock'],"['George Tabori', 'William Archibald', 'Paul Anthelme']","['Montgomery Clift', 'Anne Baxter', 'Karl Malden']",7.2,24000.0,"Um padre, que se torna suspeito de homicídio, não pode limpar seu nome sem romper o sigilo da confissão.","['Policial', 'Drama', 'Suspense']",0,0
88,Museu de Cera,House of Wax,1953,88,['André De Toth'],"['Crane Wilbur', 'Charles Belden']","['Vincent Price', 'Frank Lovejoy', 'Phyllis Kirk']",7.0,21000.0,"Henry Jarrod é o escultor dedicado de um museu de cera que possui, a meias com Matthew Burke. Traído pelo sócio, que incendeia o museu com ele no interior para receber dinheiro do seguro, Jarrod vai sobreviver e procurar vingar-se.",['Terror'],1000000,23750319
89,As Férias do Sr. Hulot,Les vacances de Monsieur Hulot,1953,114,['Jacques Tati'],"['Jacques Tati', 'Henri Marquet', 'Pierre Aubert']","['Jacques Tati', 'Nathalie Pascaud', 'Micheline Rolla']",7.3,21000.0,"Monsieur Hulot comes to a beachside hotel for a vacation and accidentally, but good-naturedly, causes havoc.",['Comédia'],0,0
90,Torrentes de Paixão,Niagara,1953,92,['Henry Hathaway'],"['Charles Brackett', 'Walter Reisch', 'Richard L. Breen']","['Marilyn Monroe', 'Joseph Cotten', 'Jean Peters']",7.0,21000.0,"Como dois casais estão visitando as Cataratas do Niágara, as tensões entre uma esposa e seu marido atingem o nível de assassinato.","['Filme noir', 'Suspense']",0,0
91,Os Boas Vidas,I vitelloni,1953,109,['Federico Fellini'],"['Federico Fellini', 'Ennio Flaiano', 'Tullio Pinelli']","['Alberto Sordi', 'Franco Fabrizi', 'Franco Interlenghi']",7.8,20000.0,"Uma análise de caráter de cinco jovens em momentos cruciais de suas vidas, ambientada em uma pequena cidade da Itália.","['Comédia', 'Drama']",0,0
92,O Selvagem,The Wild One,1953,79,['Laslo Benedek'],"['John Paxton', 'Frank Rooney', 'Ben Maddow']","['Marlon Brando', 'Mary Murphy', 'Robert Keith']",6.7,18000.0,Duas gangues rivais de motos aterrorizam uma cidade pequena depois que um de seus líderes é preso.,"['Policial', 'Drama', 'Romance']",0,0
93,Anjo do Mal,Pickup on South Street,1953,80,['Samuel Fuller'],"['Samuel Fuller', 'Dwight Taylor']","['Richard Widmark', 'Jean Peters', 'Thelma Ritter']",7.6,17000.0,A pickpocket unwittingly lifts a message destined for enemy agents and becomes a target for a Communist spy ring.,"['Policial', 'Filme noir', 'Mistério', 'Suspense']",0,0
94,Monika e o Desejo,Sommaren med Monika,1953,96,['Ingmar Bergman'],"['Per Anders Fogelström', 'Ingmar Bergman']","['Harriet Andersson', 'Lars Ekborg', 'Dagmar Ebbesen']",7.5,17000.0,"Um casal de adolescentes se conhece em um dia de verão, inicia um relacionamento imprudente e abandona suas famílias para ficar um com o outro.","['Drama', 'Romance']",0,0
95,Júlio César,Julius Caesar,0,0,['Joseph L. Mankiewicz'],"['William Shakespeare', 'Joseph L. Mankiewicz']","['Louis Calhern', 'Marlon Brando', 'James Mason']",7.2,13000.0,"A crescente ambição de Júlio César é uma fonte de grande preocupação para seu amigo íntimo Brutus. Cassius convence-o a participar de seu plano de assassinar César, mas ambos subestimaram profundamente Marco Antônio.","['Drama', 'História']",2070000,10831
96,O Preço de um Homem,The Naked Spur,1953,91,['Anthony Mann'],"['Sam Rolfe', 'Harold Jack Bloom']","['James Stewart', 'Janet Leigh', 'Robert Ryan']",7.3,13000.0,A bounty hunter trying to bring a murderer to justice is forced to accept the help of two less-than-trustworthy strangers.,"['Drama', 'Suspense', 'Faroeste']",0,0
97,A Roda da Fortuna,The Band Wagon,1953,112,['Vincente Minnelli'],"['Betty Comden', 'Adolph Green', 'Norman Corwin']","['Fred Astaire', 'Cyd Charisse', 'Oscar Levant']",7.4,13000.0,"An aging movie star uncertain of his future teams up with a top ballerina to headline a new Broadway musical, but the pretentiously artistic goals of its director threaten to change it beyond recognition.","['Comédia', 'Musical', 'Romance']",2169120,14889
98,Caminhos Ásperos,Hondo,1953,83,['John Farrow'],"['James Edward Grant', ""Louis L'Amour""]","['John Wayne', 'Geraldine Page', 'Ward Bond']",7.0,13000.0,Army dispatch rider Hondo Lane discovers a woman and young son living in the midst of warring Apaches and becomes their protector.,"['Drama', 'Romance', 'Guerra', 'Faroeste']",0,0
99,O Manto Sagrado,The Robe,1953,135,['Henry Koster'],"['Philip Dunne', 'Gina Kaus', 'Lloyd C. Douglas']","['Richard Burton', 'Jean Simmons', 'Victor Mature']",6.7,12000.0,"Na Judeia, o tribuno Marcellus Gallio recebe ordens para crucificar Jesus de Nazaré e ganha a sua túnica num jogo de dados. Quando a sua vida muda para sempre, atormentado pela sua consciência pesada, parte a caminho da descoberta da fé.","['Drama', 'História', 'Romance']",5000000,36010866
100,Janela Indiscreta,Rear Window,1954,112,['Alfred Hitchcock'],"['John Michael Hayes', 'Cornell Woolrich']","['James Stewart', 'Grace Kelly', 'Wendell Corey']",8.5,535000.0,Um fotógrafo em uma cadeira de rodas espiona seus vizinhos pela janela de seu apartamento e está convencido de que um deles cometeu um assassinato.,"['Mistério', 'Suspense']",1000000,37043820
101,Os Sete Samurais,Shichinin no samurai,1954,207,['Akira Kurosawa'],"['Akira Kurosawa', 'Shinobu Hashimoto', 'Hideo Oguni']","['Toshirô Mifune', 'Takashi Shimura', 'Keiko Tsushima']",8.6,376000.0,Uma aldeia pobre sob a ameaça de bandidos recruta sete samurais para ajudá-los a se defenderem.,"['Ação', 'Drama']",0,0
102,Disque M para Matar,Dial M for Murder,1954,105,['Alfred Hitchcock'],"['Frederick Knott', 'Charles Dorat']","['Ray Milland', 'Grace Kelly', 'Robert Cummings']",8.2,194000.0,"Um ex-tenista decide matar a esposa para herdar o dinheiro dela e se vingar de um caso que ela havia tido. A fim de se livrar de culpas, usa um antigo colega de faculdade. Mas as coisas não vão correr como estava planeado.","['Policial', 'Suspense']",1400000,45313
103,Sindicato de Ladrões,On the Waterfront,1954,108,['Elia Kazan'],"['Budd Schulberg', 'Malcolm Johnson', 'Robert Siodmak']","['Marlon Brando', 'Karl Malden', 'Lee J. Cobb']",8.1,169000.0,"Um ex-pugilista de Nova Jersey, agora um operário portuário, luta para enfrentar seus chefes sindicais corruptos, incluindo seu irmão mais velho, enquanto começa a se conectar com a irmã de uma das vítimas do sindicato.","['Policial', 'Drama', 'Suspense']",910000,3768
104,Sabrina,Sabrina,1954,113,['Billy Wilder'],"['Billy Wilder', 'Samuel A. Taylor', 'Ernest Lehman']","['Humphrey Bogart', 'Audrey Hepburn', 'William Holden']",7.6,72000.0,"Um playboy está interessado na filha do motorista de sua família, mas seu irmão, uma pessoa mais séria, seria um homem mais adequado para ela.","['Comédia', 'Drama', 'Romance']",2238813,2356
105,A Estrada da Vida,La strada,1954,108,['Federico Fellini'],"['Federico Fellini', 'Tullio Pinelli', 'Ennio Flaiano']","['Anthony Quinn', 'Giulietta Masina', 'Richard Basehart']",8.0,68000.0,"Uma garota despreocupada é vendida a uma artista itinerante, portanto, suporta dores físicas e emocionais ao longo do caminho.",['Drama'],0,0
106,Natal Branco,White Christmas,0,0,['Michael Curtiz'],"['Norman Krasna', 'Norman Panama', 'Melvin Frank']","['Bing Crosby', 'Danny Kaye', 'Rosemary Clooney']",7.6,52000.0,"Após a guerra, dois músicos e dançarinos muito talentosos (Bing Crosby e Danny Kaye) formam uma dupla para criarem um dos espetáculos mais entusiasmados de todos os tempos.","['Comédia', 'Musical', 'Romance']",0,0
107,Godzilla,Gojira,1954,96,['Ishirô Honda'],"['Takeo Murata', 'Ishirô Honda', 'Shigeru Kayama']","['Takashi Shimura', 'Akihiko Hirata', 'Akira Takarada']",7.5,42000.0,"Resultado de testes nucleares, um gigantesco réptil com mais de 50 metros de altura é revivido. Além do tamanho e força, a fera possui um sopro radioativo mortal e destruidor que usa para atacar a cidade de Tóquio.","['Terror', 'Ficção científica']",175000,589903
108,20.000 Léguas Submarinas,"20,000 Leagues Under the Sea",1954,127,['Richard Fleischer'],"['Earl Felton', 'Jules Verne']","['Kirk Douglas', 'James Mason', 'Paul Lukas']",7.2,38000.0,"Quando vários navios são afundados por um misterioso monstro, um biólogo francês é convidado pelos Estados Unidos a tentar caçá-lo. O que ninguém sabe é que o monstro é um submarino e o capitão detém um notável saber que não está disposto a dividir.","['Aventura', 'Drama', 'Família', 'Fantasia', 'Ficção científica']",9000000,547
109,O Monstro da Lagoa Negra,Creature from the Black Lagoon,1954,79,['Jack Arnold'],"['Harry Essex', 'Arthur A. Ross', 'Maurice Zimm']","['Richard Carlson', 'Julie Adams', 'Richard Denning']",6.9,36000.0,Uma estranha criatura pré-histórica se esconde nas profundezas da selva amazônica. Um grupo de cientistas tenta capturar o animal e trazê-lo de volta à civilização para estudo.,"['Terror', 'Ficção científica']",0,0
110,A Nave da Revolta,The Caine Mutiny,1954,124,['Edward Dmytryk'],"['Stanley Roberts', 'Michael Blankfort', 'Herman Wouk']","['Humphrey Bogart', 'José Ferrer', 'Van Johnson']",7.7,31000.0,"Quando um capitão da Marinha dos Estados Unidos mostra sinais de instabilidade mental que colocam em perigo o navio, o primeiro oficial o exonera do comando.","['Drama', 'Guerra']",2000000,21750000
111,Sete Noivas para Sete Irmãos,Seven Brides for Seven Brothers,1954,102,['Stanley Donen'],"['Albert Hackett', 'Frances Goodrich', 'Dorothy Kingsley']","['Jane Powell', 'Howard Keel', 'Jeff Richards']",7.3,28000.0,"Em 1850, Oregon, quando um fazendeiro traz uma esposa para sua fazenda, seus seis irmãos decidem que também eles querem se casar.","['Musical', 'Romance', 'Faroeste']",2540000,14839
112,O Mundo em Perigo,Them!,1954,94,['Gordon Douglas'],"['Ted Sherdeman', 'Russell S. Hughes', 'George Worthing Yates']","['James Whitmore', 'Edmund Gwenn', 'Joan Weldon']",7.2,25000.0,Os primeiros testes atômicos no Novo México causam a mutação de formigas comuns em monstros comedores de homens que ameaçam a civilização.,"['Terror', 'Ficção científica']",0,0
113,Johnny Guitar,Johnny Guitar,1954,110,['Nicholas Ray'],"['Philip Yordan', 'Roy Chanslor', 'Nicholas Ray']","['Joan Crawford', 'Sterling Hayden', 'Mercedes McCambridge']",7.6,20000.0,"Depois de ajudar um membro de uma gangue que foi ferido, uma dona de um bar é injustamente suspeita de assassinato e assalto a banco.","['Drama', 'Faroeste']",0,0
114,Nasce uma Estrela,A Star Is Born,1954,154,['George Cukor'],"['Moss Hart', 'Dorothy Parker', 'Alan Campbell']","['Judy Garland', 'James Mason', 'Jack Carson']",7.5,20000.0,"Uma estrela de cinema ajuda uma jovem cantora e atriz a encontrar a fama, mesmo quando a idade e o alcoolismo enviam sua própria carreira para o abismo.","['Drama', 'Musical', 'Romance']",5019770,4349352
115,A Revolução dos Bichos,Animal Farm,1954,72,"['Joy Batchelor', 'John Halas']","['George Orwell', 'Lothar Wolff', 'Borden Mace']","['Gordon Heath', 'Maurice Denham']",7.2,20000.0,"Uma revolução bem sucedida na fazenda pelos animais residentes contra o fazendeiro dá terrivelmente errado, quando os vencedores criam uma tirania entre eles.","['Animação', 'Drama']",0,0
116,O Intendente Sansho,Sanshô dayû,1954,124,['Kenji Mizoguchi'],"['Ogai Mori', 'Fuji Yahiro', 'Yoshikata Yoda']","['Kinuyo Tanaka', 'Yoshiaki Hanayagi', 'Kyôko Kagawa']",8.4,19000.0,"No Japão medieval, um governador compassivo é enviado para o exílio. Sua esposa e filhos tentam se juntar a ele, mas são separados, e as crianças acabam crescendo em meio ao sofrimento e à opressão.",['Drama'],0,0
117,O Rio das Almas Perdidas,River of No Return,1954,91,"['Otto Preminger', 'Jean Negulesco']","['Frank Fenton', 'Louis Lantz']","['Robert Mitchum', 'Marilyn Monroe', 'Rory Calhoun']",6.6,13000.0,"The titular river unites a farmer recently released from prison, his young son, and an ambitious saloon singer. In order to survive, each must be purged of anger, and each must learn to understand and care for the others.","['Ação', 'Aventura', 'Drama', 'Musical', 'Romance', 'Faroeste']",2195000,8757
118,A Condessa Descalça,The Barefoot Contessa,1954,128,['Joseph L. Mankiewicz'],"['Joseph L. Mankiewicz', 'Charles Goldblat', 'Mauries Puget']","['Humphrey Bogart', 'Ava Gardner', ""Edmond O'Brien""]",6.9,13000.0,A história de Cinderela sobre como um diretor em declínio (Humphrey Bogart) revive sua carreira depois de descobrir a bela dançarina espanhola (Ava Gardner) e a torna uma estrela de Hollywood.,"['Policial', 'Drama', 'Mistério', 'Romance']",0,0
